name,address,city,latitude,longitude,phone,website,has_adoration,has_confessions,country
Amañako Salbatore,Artegieta kalea 1,Eibar,43.1842801,-2.4829749,,,false,false,ES
Igreja de Santo António das Antas,,,41.1643033,-8.5899581,,,false,false,ES
Iglesia de Santiago Apóstol,,,38.3626263,-0.4368494,,,false,false,ES
Armentiako basilika,,,42.8331167,-2.7020821,,,false,false,ES
Ermita Nova,,,39.5227689,-0.4177427,,,false,false,ES
Nuestra Señora del Enebral,Calle de la Libertad 44,,40.6429785,-3.9925771,,,false,false,ES
Catedral de Murcia,Plaza del Cardenal Belluga,Murcia,37.9840741,-1.1286307,,https://diocesisdecartagena.org/es/inicio/diocesis/catedral.aspx,false,false,ES
Iglesia El Salvador,,,36.7449365,-3.8769339,,,false,false,ES
Parroquia San Vicente Mártir,,Paracuellos de Jarama,40.5050481,-3.5312643,,,false,false,ES
Église Saint-Nicolas,,,43.5991837,1.4342159,,,false,false,ES
Ermita de San Pedruco,,,43.3870665,-3.7391758,,,false,false,ES
Artzain Onaren katedrala,Artzai Onaren plaza,,43.3166929,-1.981526,,,false,false,ES
Iglesia Parroquial de la Encarnación,,,37.1894427,-3.7190462,,,false,false,ES
Capilla del balneario,Paseo de la Virgen del Pilar,Solares,43.3856159,-3.7336636,,,false,false,ES
Église Saint-Esprit,,,43.6232552,3.8428156,,,false,false,ES
Basílica de Begoña / Begoñako basilika,,,43.258756,-2.9137362,,,false,false,ES
Sant Jordi,,,39.7346045,2.7596696,,,false,false,ES
Parroquia amaria,,,40.460717,-3.6298389,,,false,false,ES
Ermita de San Roque,,,43.3776776,-3.7332637,,,false,false,ES
Done Bikendi eliza / Iglesia de San Vicente Mártir,,,43.2636165,-2.9277251,,,false,false,ES
Iglesia de San Miguel,Calle de San Miguel 6,Cizur,42.785442,-1.7232437,,,false,false,ES
Andra Mariaren parrokia,Asuntzio kalea 9,Zestoa,43.2349795,-2.2254071,,,false,false,ES
Església de Sant Roc,,,38.3837073,-0.7708556,,,false,false,ES
Église Saint-Pierre,Rue de l'Église 1,,42.6182377,2.4236014,,,false,false,ES
Parrokia,,,43.1782989,-2.3118091,,,false,false,ES
San Miguel Arcángel,Calle Cándido Vicente 5,Las Rozas de Madrid,40.4918223,-3.8744504,+34 916 377 584,https://sanmiguelrozas.archimadrid.es/,false,false,ES
Iglesia de San Vicente,Barrio La Estación 72,Ceceñas,43.3761175,-3.717912,,,false,false,ES
Capilla de San Rafael,,,43.3773497,-3.7318774,,,false,false,ES
Iglesia de Santa Catalina,Barrio La Sierra 29,San Vitores,43.3662791,-3.7631911,,,false,false,ES
Capilla de la Bienaventurada Virgen María - Irlandesas,,,37.3857524,-6.0533794,,,false,false,ES
Iglesia del Divino Salvador,Avenida de la Marina 2,Castilleja de la Cuesta,37.3802549,-6.0618267,,,false,false,ES
Iglesia de San Esteban,Barrio Turria,Sobremazas,43.3746013,-3.7477472,,,false,false,ES
Ermita,,,40.841873,-3.3696899,,,false,false,ES
Ermita de la Soledad,,,40.9257896,-3.1868931,,,false,false,ES
Iglesia de San Miguel,,,40.9259312,-3.1892279,,,false,false,ES
Capilla Castrense,Duque de Almodóvar,Melilla,35.2927642,-2.9366722,,,false,false,ES
Iglesia de Santiago de Cudeyo,Barrio La Iglesia 59,Santiago de Cudeyo,43.3902251,-3.7865741,,,false,false,ES
Iglesia de San Justo,Barrio La Iglesia 76,San Salvador,43.3929096,-3.8066226,,,false,false,ES
Iglesia de la Asunción,,,40.5560488,-5.6715718,,,false,false,ES
Mare de Déu del Remei,,,41.0997005,0.6513427,,,false,false,ES
Església de Sant Martí,,El Far d'Empordà,42.2519034,2.996262,,,false,false,ES
Iglesia de Nuestra Señora de la Asunción,,,41.6391219,-2.6147012,,,false,false,ES
Iglesia de San Andrés,,,40.5691595,-5.6765727,,,false,false,ES
Iglesia Santa María Magdalena,,,40.5978354,-5.7078995,,,false,false,ES
Église Saint-Louis,,,42.5086194,2.1221292,,,false,false,ES
Chapelle Saint-Maurice,,,42.6480523,2.6496627,,,false,false,ES
San Juan Bataiatzailearen parrokia,,,43.3248469,-1.9173389,,,false,false,ES
Santo Kristo Bonantzakoaren eliza,,,43.3277784,-1.9208587,,,false,false,ES
San Francisco Javier,,,42.8132106,-1.63607,,,false,false,ES
Iglesia de San Miguel,Calle Francisco Bergamín 17,Pamplona/Iruña,42.8117751,-1.6400862,+34 948 24 35 18,https://www.parroquiasanmiguel.com/,false,false,ES
parroquia de San Blas,,,38.3506486,-0.4960414,,,false,false,ES
Convent de les Clarisses Caputxines,,,38.3455613,-0.4848845,,,false,false,ES
Monasterio de la Santísima Faz,Plaça de Luis Foglietti,Alicante/Alacant,38.3895644,-0.4425897,,,false,false,ES
iglesia San Juan Bautista,,,38.3403443,-0.4994049,,,false,false,ES
Nuestra Sra. de la Asunción eliza,3,Elgeta,43.1373402,-2.4871708,,,false,false,ES
San Agustin,Estaziño kalea 15,Eibar,43.1868868,-2.466204,,,false,false,ES
Església Sant Cristòfol,,,41.3319409,1.9228117,,,false,false,ES
iglesia de la Inmaculada Concepción,,,38.2945877,-0.5880348,,,false,false,ES
Église Saint-Pierre,,,43.2761186,1.1763235,,,false,false,ES
Igrexa de Nosa Señora do Pilar,,,43.485298,-8.222577,,,false,false,ES
Iglesia de Santa María Magdalena,,,41.5074601,-4.4579522,,,false,false,ES
Iglesia de Nuestra Señora de la Asunción,,,43.3518411,-4.0472205,,,false,false,ES
Église Saint-Aubin,,,43.6036028,1.455319,,,false,false,ES
Ermita de Sant Jaume Sesoliveres,,,41.5868239,1.5863496,,,false,false,ES
Església de Sant Maure,,,41.5723682,1.610197,,,false,false,ES
Église Notre-Dame,,,43.7483463,1.0626583,,,false,false,ES
Cathédrale Saint-Étienne,Impasse de la Préfecture 1,,43.5998893,1.4504439,,,false,false,ES
Église Sainte-Foy,,,43.7526324,1.4317659,,,false,false,ES
Església Parroquial de Sant Cristòfol,Plaça de l'Ajuntament 2,Premià de Mar,41.4896502,2.3566454,,,false,false,ES
Parròquia de la Nostra Senyora de l'Assumpció,Carrer de l'Església 3,,38.193246,-0.555822,,,false,false,ES
Basílica de Llanes,,Llanes,43.4213786,-4.7539498,,,false,false,ES
Église Saint-Fructueux,,,42.6301872,2.6837566,,,false,false,ES
Chapelle Saint-Jean-Baptiste,,,43.6017016,1.4459511,,http://www.icrsp-toulouse.fr,false,false,ES
Église Saint-Jérôme,,,43.6032622,1.4462192,,,false,false,ES
Església de Sant Jaume Apòstol,,,38.0899807,-0.6550501,,,false,false,ES
Igreja de São Mamede de Infesta,,,41.1935566,-8.6081051,,,false,false,ES
Iglesia de Sieste,,,42.430102,0.0701134,,,false,false,ES
Església de Sant Agustí Nou,,,41.3801678,2.1720845,,,false,false,ES
Iglesia de San Pedro Apóstol,,,42.4459449,0.0671974,,,false,false,ES
Templo Santuario de Jesús de la Salud y Santa María de las Angustias Coronada,,,37.3949852,-5.9839186,,,false,false,ES
Iglesia de San Juan del Mercado,,,42.0038339,-5.6776496,,,false,false,ES
Església de Santa Maria la Major,,,38.9206641,-0.1209657,,,false,false,ES
Ermita d'Argençola,,,41.5911019,1.4981886,,,false,false,ES
San Pedro eliza,Kaiko pasealekua 2,Donostia / San Sebastián,43.3237288,-1.9880639,,,false,false,ES
Iglesia de Santa María de La Oliva,Calle del Conceyu 1,Villaviciosa,43.4819851,-5.4368809,,santamariavillaviciosa.blogspot.com,false,false,ES
Iglesia de La Torre,,Villaviciosa,43.4788269,-5.4364659,,,false,false,ES
Iglesia de Santa María,,Villaviciosa,43.4785685,-5.4337302,,,false,false,ES
Església de Santa Isabel,,,38.3816386,-0.5002812,,,false,false,ES
Iglesia de Nuestra Señora de la Asunción,Calle de la Iglesia 29,,42.7725415,-0.3313322,,,false,false,ES
Chapelle Saint-Pierre,,,43.658963,3.1568592,,,false,false,ES
Convent de les Mares Dominiques,12,Borriana / Burriana,39.8883548,-0.0888517,,,false,false,ES
Église Saint-Alexandre,,,43.6151408,3.1587064,,,false,false,ES
Basilique Notre-Dame de la Daurade,,,43.6009363,1.4398504,,,false,false,ES
Église Saint-Jean-Baptiste,,,43.1271756,0.3849697,,,false,false,ES
Église Saint-Barthélemy,,,43.0370807,0.4170012,,,false,false,ES
Parroquia de San Cosme y San Damián,San Kosme eta San Damian plaza 11,Cordovilla / Kordoba,42.7886504,-1.6451376,,,false,false,ES
Chapelle Saint-Nazaire-de-Marissargues,Chemin de Saint-Nazaire,Aubais,43.7472777,4.1596823,,,false,false,ES
Chapelle Sainte-Anne,,,43.5992188,1.4507092,,,false,false,ES
Iglesia de la Sagrada Familia,,,42.3518763,-3.6921283,,,false,false,ES
Ermita de Nuestra Señora de la Soledad,,,41.7643393,-2.4708993,,,false,false,ES
Église Saint-Martin,,,43.2095477,-0.2249552,,,false,false,ES
Madalena ermita,Maria Lezo kalea,Errenteria,43.3114481,-1.9006847,,,false,false,ES
Iglesia de Santa María de la Asunción,,,38.1910706,-1.8930551,,,false,false,ES
Colegiata de Santillana del Mar,,,43.3923004,-4.1060322,,,false,false,ES
Iglesia parroquial,,,43.4341704,-5.3526815,,,false,false,ES
Chapelle de la Madeleine,,,43.1474272,-0.8441209,,,false,false,ES
San Martin Tourskoaren eliza,,,43.3031147,-2.2298362,,,false,false,ES
Ermita de Sant Jaume,,,38.3951415,-0.5723326,,,false,false,ES
Badostaingo Bideko Ama Birjinaren ermita,,,42.801258,-1.5916495,,,false,false,ES
Iglesia de San Pablo y Santa Felicia,,,42.758057,-1.5479329,,,false,false,ES
Cue,,,43.4138521,-4.7359665,,,false,false,ES
Iglesia de la Asunción,,,42.4296625,-2.5612975,,,false,false,ES
Iglesia del Carmelo / Karmeloko eliza,,,43.2535333,-2.9139481,,,false,false,ES
San Francisco de Paula / Paulako San Frantzisko,,,43.251032,-2.9162105,,,false,false,ES
Andre Maria eliza,Andre Maria plaza 2B,Tolosa,43.138237,-2.0709951,,,false,false,ES
Parroquia San Vicente Ferrer,Calle San Gregorio 15,Orihuela,38.0826343,-0.9442719,,,false,false,ES
Maria Erregina parrokia,,,43.2532417,-2.9110591,,,false,false,ES
Parroquia Nuestra Señora de Covadonga,,,43.2555967,-2.9197787,,,false,false,ES
Iglesia del Juncal,,,37.372883,-5.9663484,,,false,false,ES
Église Saint-Laurent,,,43.6375083,1.5954805,,,false,false,ES
Iglesia de San Martín,,Sevilla,37.3962661,-5.9928295,,,false,false,ES
Basílica de Santa María de la Esperanza Macarena,,,37.4024674,-5.9894343,,,false,false,ES
La Asunción,,,40.7000905,-0.9790918,,,false,false,ES
San Frantzisko,Soldadu kalea 2,Tolosa,43.1369026,-2.0746268,,,false,false,ES
Iglesia de San Juan Bautista,,,39.980202,-6.0435624,,,false,false,ES
Andra Mariaren zeruratzea basilika,,,43.3632104,-2.5027091,,,false,false,ES
Basílica de Sant Pasqual,,,39.9397276,-0.0975256,,,false,false,ES
Església Arxiprestal de Sant Jaume Apòstol,,,39.9382155,-0.1013575,,,false,false,ES
Església de Sant Francesc,,,39.9349652,-0.1037556,,,false,false,ES
San Nicolás de Bari,,Gijón/Xixón,43.5329639,-5.6498297,,,false,false,ES
Parroquia Nuestra Sra de los Ángeles y Sta Ángela de la Cruz,,Sevilla,37.4009292,-5.9398872,,,false,false,ES
Iglesia de San Pedro,,,37.4708078,-5.642174,,,false,false,ES
Église Notre-Dame-des-Anges,,,42.6788672,2.9378342,,,false,false,ES
Izaskungo Ama Birjina baseliza,Izaskunburu auzoa 34,Ibarra,43.1388195,-2.0629382,,,false,false,ES
Église Sainte-Eugénie,,,42.5808311,2.9267242,,,false,false,ES
Joan Santuen eliza / Iglesia de los Santos Juanes,,,43.2577031,-2.9221469,,,false,false,ES
San Anton eliza,,,43.2551677,-2.9230988,,,false,false,ES
Iglesia de Nuestra Señora del Carmen,,,43.2601085,-2.941044,,,false,false,ES
Chapelle Saint-Julien,,,42.633966,2.9217494,,,false,false,ES
Iglesia de Valvanera,,,42.4645009,-2.4552441,+34 941 220 086,,false,false,ES
Babesgabetuen eliza,Babesgabetuen Andre Mariaren plaza 1,Vitoria-Gasteiz,42.843777,-2.6676312,,,false,false,ES
Sasiola,,,43.2733078,-2.3714683,,,false,false,ES
San Nikolas eliza / Iglesia de San Nicolás,,,43.260163,-2.9225869,,,false,false,ES
Catedral de Santa Maria,,,40.0018084,3.8377231,,,false,false,ES
Sant Joan Baptista,,,41.6788897,2.7980057,,,false,false,ES
Santuari del Vilar,,,41.7144395,2.7769818,,,false,false,ES
Parroquia Maria Madre de la Iglesia,Benidorm kalea 4 Bis,,43.275546,-2.9560955,,,false,false,ES
Seminario Diocesano,Heriz pasealekua 82,,43.3100819,-2.0027338,,,false,false,ES
Santa Krutz ermita,Zumea kalea 1,Andoain,43.2148167,-2.021889,,,false,false,ES
Cristo Redentor,,,43.356046,-3.0076658,,,false,false,ES
Agiñagako San Migel,Aginaga auzoa 1,Eibar,43.2220925,-2.4935782,,,false,false,ES
Iglegia del Cerro del Águila,,,37.3717304,-5.9573498,,,false,false,ES
Iglesia de San Juan de Rabanera,,,41.7630741,-2.4660732,,,false,false,ES
Sant Pere,,,39.7383083,3.2795217,,,false,false,ES
Església de Santa Maria de la Valldigna,Pl.l de l'Abadia,Simat de la Valldigna,39.0429339,-0.3054208,+34 962 81 16 36,https://www.jdiezarnal.com/,false,false,ES
Iglesia de Nuestra Señora del Espino,,,41.7618988,-2.4629215,,,false,false,ES
Ermita Nuestra Señora del Mirón,,,41.7697185,-2.4597991,,,false,false,ES
Iglesia del Salvador,,,41.7649531,-2.468612,,,false,false,ES
Santa Maria,Plaza Zaharra 7,Deba,43.2947753,-2.3533104,,,false,false,ES
Parroquia de San Bartolomé,,,41.7844862,-2.4826703,,,false,false,ES
Los Ángeles,,,42.8480641,-2.6811545,,,false,false,ES
Iglesia de la Inmaculada Concepción,,,41.5943531,-2.6445444,,,false,false,ES
San Urbez,,,42.4634549,-0.0402908,,,false,false,ES
Església de Sant Pere Apòstol,,,38.3861657,-0.7654593,,,false,false,ES
Iglesia de San Antón,,,38.0938409,-0.9424367,,,false,false,ES
Iglesia de San Andrés,,,38.1090191,-0.7913769,,,false,false,ES
Arretxinagako San Migel ermita,,,43.2714704,-2.4951454,,,false,false,ES
San José Obrero parrokia,Victoriano Juaristi 2,Irun,43.3344144,-1.787491,,,false,false,ES
Ermita de las Cruces,,,38.8892754,-5.8808673,,,false,false,ES
Iglesia Sagrado Corazón De Jesus,,,38.3858463,-0.7696373,,,false,false,ES
Ermita de la Mare de Deu de Carrassumada,,,41.5204946,0.5399337,,,false,false,ES
Sant Francesc,,,41.6780452,2.8060806,,,false,false,ES
San Tomas eliza,,,43.2498346,-2.5490204,,,false,false,ES
Église Sainte-Cécile,,,42.8228005,2.9487545,,,false,false,ES
Església de Sant Rafael,,,41.7216562,2.2738325,,,false,false,ES
Kristo Santuaren ermita,,,42.9511864,-2.324861,,,false,false,ES
Santi Espiritu ermita,,,42.9389779,-2.3086035,,,false,false,ES
Iglesia de San Julián,,,42.3352303,-3.6987086,,,false,false,ES
Sortzez Garbiaren eliza,,,43.1301412,-2.542562,,,false,false,ES
Andra Mari baseliza,,,43.1254006,-2.5260586,,,false,false,ES
Andra Mariaren Jaiotza,,,43.3204517,-2.4207338,,,false,false,ES
Iglesia San Martín Obispo,,,38.1227322,-0.8790459,,,false,false,ES
Église Sainte-Madeleine,,,43.0282849,1.0229569,,,false,false,ES
Chapelle Saint-Maur,,,43.0321941,1.0017235,,,false,false,ES
Église Saint-Etienne,,,43.1864449,3.0949801,,,false,false,ES
Chapelle du Calvaire,,,43.0254615,1.0260627,,,false,false,ES
Calvari,,,40.2125208,0.0271334,,,false,false,ES
San Telmo Ermita,San Telmo kalea,Zumaia,43.2990311,-2.261249,,,false,false,ES
Santuari de Queralt,,,42.1076488,1.8273073,,,false,false,ES
Ermita de Santa Cristina,,,41.6878533,2.8162258,,,false,false,ES
Iglesia de Santa Marina,Plaza Arcadio Zorroza Landía 1,Santa Marina,43.3783183,-3.708056,,,false,false,ES
Iglesia de Nuestra Señora de la Asunción,,,43.4728562,-3.5630662,,,false,false,ES
Esglesia de Santa Anna,,,38.7801783,-0.1023187,,,false,false,ES
Ermita de San Isidro,,,40.730097,-3.9194095,,https://misas.org/p/ermita-de-san-isidro-el-boalo,false,false,ES
Església de la Santíssima Trinitat,,,38.4066258,-0.5850739,,,false,false,ES
Ermita de San Miguel,Barrio Elechino 18,Entrambasaguas,43.3804383,-3.6876638,,,false,false,ES
Elurretako Andre Maria,,,42.8540758,-2.6639593,,,false,false,ES
Done Joanes Batailatzailearen Parrokia,Kanpatorpea 1,Arrasate / Mondragon,43.0655785,-2.4904718,,,false,false,ES
Eliza,,,43.0627515,-2.4952159,,,false,false,ES
Santa Teresa eliza,,,43.0676087,-2.4800322,,,false,false,ES
Église Saint-Pierre-Saint-Paul,,,43.6597126,0.96256,,,false,false,ES
Iglesia de San Vicente Mártir y San Sebastián,,,42.7628596,-3.2925294,,,false,false,ES
San Frantzisko eliza,,,43.0668392,-2.489337,,,false,false,ES
Iglesia de San Juan,Barrio La Iglesia 1,El Bosque,43.3946769,-3.7153605,,,false,false,ES
Església de Sant Julià,,,41.5541111,2.4009466,,,false,false,ES
Església de Sant Pasqual,,,38.7771709,-0.1094694,,,false,false,ES
Église Notre-Dame de l'Assomption,,,43.7075226,2.6913508,,https://albi.catholique.fr/notre-diocese/paroisses/lacaune/,false,false,ES
Lourdesko Amaren eliza,,,43.0888563,-2.3222026,,,false,false,ES
San Martin de Tours eliza,,,43.0936209,-2.3139975,,,false,false,ES
Guzmango Santo Domingo parrokia,Plaza Elexalde 4,Berango,43.3638742,-2.9963212,,,false,false,ES
Iglesia de San Marcos,,,42.6021103,-5.581617,,,false,false,ES
Sant Pere de Castellfollit del Boix,,,41.6696637,1.7012429,,,false,false,ES
Santa Barbara ermita,Barreiatua 40,Urretxu,43.0923918,-2.3343606,,,false,false,ES
San Miguel eliza,Garagartza auzoa 44,Arrasate / Mondragon,43.0688779,-2.5195266,,,false,false,ES
San Isidro,,,43.0690958,-2.4757553,,,false,false,ES
Paduako San Antonio baseliza,,,43.3396231,-2.9631415,,,false,false,ES
Igreja do Espírito Santo,,,40.9514204,-7.7925238,,,false,false,ES
Capela de Bustelo,,,40.9676441,-7.7724837,,,false,false,ES
Mikel Goi-aingeru parrokia,,,43.1676553,-2.0669825,,,false,false,ES
Andra Mariaren Parrokia,,,43.2404338,-2.2581956,,,false,false,ES
Arrameleko San Juan,Arrameleko zubia 1,Tolosa,43.1417884,-2.0707658,,,false,false,ES
Azitaingo Andra Mariaren Jasokundea,Azitain-bide 8,Eibar,43.1895707,-2.4512459,,,false,false,ES
Iglesia de Nuestra Señora del Rosario,Barrio El Arral 13,Hoznayo,43.3904507,-3.6852965,,,false,false,ES
Laterandarren eliza,,,43.0345431,-2.4149081,,,false,false,ES
San Nikolas Barikoa,San Nikolas enparantza 1,Getxo,43.35166,-3.0128353,,,false,false,ES
Guardako Aingerua baseliza,,,43.3618646,-3.0162009,,,false,false,ES
San Juan Talako baseliza,,,43.3670618,-2.5003339,,,false,false,ES
Santo Domingo komentua,,,43.362652,-2.5038171,,,false,false,ES
Piedadeko Kristo Sainduaren baseliza,,,43.3644298,-2.5055125,,,false,false,ES
Capilla de los Condes de Torrehermosa,Barrio El Convento,Hoznayo,43.3872493,-3.6990923,,,false,false,ES
Antzorizko Santa Katalina,,,43.3766009,-2.5098057,,,false,false,ES
Iglesia de Nuestra Señora del Mercado,,,42.5950212,-5.5689149,,,false,false,ES
Iglesia de San Pedro Apóstol,,,41.5524053,-3.7941841,,,false,false,ES
Ermita de San Antonio,Barrio San Antonio 31,Entrambasaguas,43.3715756,-3.6593954,,,false,false,ES
Kurutzesantu,,,43.0963646,-2.3166797,,,false,false,ES
Iglesia de San Pedro,,,42.5995487,-5.5652536,,,false,false,ES
Iglesia de San Juan de Sahagún,,,40.9682038,-5.6612258,,,false,false,ES
Jasokunde Andra Mariaren eliza,4,Legazpi,43.0507133,-2.3336838,,,false,false,ES
Santuario de Nuestra Señora de Monserrate,,,38.0889754,-0.9507314,,,false,false,ES
Iglesia de Santa María del Monte Carmelo,,,40.9687233,-5.667729,,,false,false,ES
Ermita de Santiago,,,42.4891564,-6.3616597,,,false,false,ES
Église Saint-Pierre,,,43.7560058,-1.3270823,,,false,false,ES
Iglesia de San Benito,,,40.9638075,-5.6661306,,,false,false,ES
Igreja de Sacoias,,,41.8562443,-6.6972452,,,false,false,ES
Igreja de Baçal,,Baçal,41.853542,-6.722877,,,false,false,ES
Parroquia de Jesús Divino Obrero,,,42.5970835,-5.561678,,,false,false,ES
Iglesia de Santa María,,,42.1546518,-4.6909215,,,false,false,ES
Ermita Virgen del Carmen,,,42.1526834,-4.6957606,,,false,false,ES
Iglesia de Santa Marina la Real,,,42.6010809,-5.5688389,,,false,false,ES
Santuario Nuestra Señora de Carejas,,,42.1703711,-4.6735184,,,false,false,ES
Santa Ana baseliza,,,43.3259742,-1.9192841,,,false,false,ES
Iglesia de Santa Eulalia,,,43.0711855,-4.0314899,,,false,false,ES
Iglesia de Nuestra Señora de la Asunción,,,41.3675883,-3.8965192,,,false,false,ES
Església de l'Assumpció,,,39.9615497,-0.2615998,,,false,false,ES
Ermita de Santa Catalina,,,39.9526073,-0.2533048,,,false,false,ES
iglesia de Nuestra Señora de la Asunción,Larrin plaza 3;5,Aretxabaleta,43.0362518,-2.5046738,,,false,false,ES
Iglesia de Santo Tomás,,,40.9425832,-4.1181835,,,false,false,ES
Ermita de Nuestra Señora de Váscones,,,42.1502839,-3.8895193,,,false,false,ES
Iglesia de Santa María la Mayor (s.XIII),,,41.0906076,-5.9986603,,,false,false,ES
Convento de las M.M. Carmelitas,,,41.0893358,-6.0047363,,,false,false,ES
San Juan Bautista eliza,Goiko plaza,Lezo,43.3207836,-1.8993331,,,false,false,ES
Santo Kristo eliza,Gurutze Santuaren plaza,Lezo,43.321181,-1.8991955,,,false,false,ES
Iglesia de Santa Ana,,,42.5926041,-5.5656891,,,false,false,ES
Antioko eliza,Barreiatua,Zumarraga,43.0910221,-2.3032902,,https://www.urolagaraia.com/turismo-urola-garaia/antigua-2/,false,false,ES
Église Notre-Dame-de-l'Assomption,Rue des Pyrénées 2a,,43.4815367,1.6674038,,,false,false,ES
Ermita de la Virgen del Monte,,,42.7102397,-4.2097633,,,false,false,ES
Église Saint-Pierre,,,42.587439,2.1178692,,,false,false,ES
Iglesia de San Millán,Avenida del Acueducto,Segovia,40.9456568,-4.1208,,,false,false,ES
Iglesia de San Martín,,,40.9489876,-4.1218563,,,false,false,ES
Église Saint-Félix et Saint-Armengol,,,42.5733621,2.1861819,,,false,false,ES
Église Saint-Pierre,,Corbère,42.6533941,2.6627316,,,false,false,ES
Iglesia de Santa Eulalia,Plaza de Santa Eulalia,Segovia,40.943829,-4.1156581,,,false,false,ES
Collégiale Saint-Paul,,,43.6270667,3.4307524,,,false,false,ES
Église Notre-Dame du Rosaire,,,43.5671763,1.4623714,,,false,false,ES
Iglesia de San Marcos,,,40.9696446,-5.6638421,,,false,false,ES
Iglesia de San Julián y Santa Basilisa,,,40.9648418,-5.6620515,,,false,false,ES
Parroquia San Miguel Arcángel,,,40.9995713,-5.6968792,,,false,false,ES
Iglesia Parroquial Nuestra Señora de la Estrella,,Navalagamella,40.468664,-4.1196679,,,false,false,ES
Église Saint-Valier,,,42.9830326,1.1479549,,,false,false,ES
Église Saint-Girons,,,42.9844177,1.1444489,,,false,false,ES
Notre-Dame du Peyrou,,,43.6193617,3.4107951,,,false,false,ES
Parroquia de San Boal,,,40.967629,-5.6633568,,,false,false,ES
La Magdalena eliza,Toletxe kalea 3,Elgoibar,43.2164574,-2.4110103,,,false,false,ES
Chapelle Saint-Pierre,,,42.5896521,2.3649676,,,false,false,ES
Église Saint-Étienne,,,42.4652924,1.8914207,,,false,false,ES
Iglesia de San Esteban,,,41.8501715,-2.3388273,,,false,false,ES
Iglesia de Santa María la Mayor,,,41.7636531,-2.4637231,,,false,false,ES
Iglesia de Santa Ana,,,41.8728716,-2.567166,,,false,false,ES
Església de Sant Adrià,,,41.4340302,2.2140943,,,false,false,ES
Iglesia de San Sebastián,,,40.9617316,-5.6657316,,,false,false,ES
Ermita,,,41.5073259,-2.9791052,,,false,false,ES
Iglesia de San Lorenzo,,,41.5080756,-2.9756955,,,false,false,ES
Iglesia de San Francisco,,,41.7628827,-2.4718979,,,false,false,ES
San José baseliza,,,43.1253917,-2.5465235,,,false,false,ES
Ermita de Nuestra Señora del Castro,,,41.7801235,-3.3703547,,,false,false,ES
Chapelle Notre-Dame de la Sort,,,42.3892099,2.6125661,,,false,false,ES
Iglesia de San Pedro,,Santo Domingo de Silos,41.9621401,-3.4179869,,,false,false,ES
Santa Catalina Komendua,,,43.3055665,-2.3851606,,,false,false,ES
Église Notre-Dame,,,43.7800565,1.4052086,,,false,false,ES
San Agustin ermita,,,43.2137738,-1.7958551,,,false,false,ES
Convento de los Dominicos,,,41.8250684,-3.487599,,,false,false,ES
San Isidro Eliza,Olatz auzoa 18,Mutriku,43.287952,-2.4075038,,,false,false,ES
Église Sainte-Marie de Villa de Germon,,,42.4989041,2.7071837,,,false,false,ES
Iglesia de San Juan Bautista de Barbalos,,,40.9678416,-5.6662165,,,false,false,ES
Església del Sant Àngel Custodi,,,39.823004,-0.2369456,,,false,false,ES
Église Saint-Étienne,,,43.072535,2.159561,,,false,false,ES
Parroquia de Santiago Apóstol,,,39.8266457,-0.2230706,,,false,false,ES
Iglesia de la Mantería,,,41.653184,-0.8832966,,,false,false,ES
San Bartolome,,,43.1319022,-2.0619799,,,false,false,ES
Église Saint-Saturnin,,,43.6851175,4.2088086,,,false,false,ES
Església de Sant Cosme i Sant Damià,,,38.773359,-0.1265693,,,false,false,ES
Église Saint-Vincent,,,42.4757545,2.7080705,,,false,false,ES
Église de la Conversion de Saint-Paul,,,43.7575281,4.2697113,,,false,false,ES
San Andres Eliza,Astigarribia,Mutriku,43.2787715,-2.3760392,,,false,false,ES
Iglesia de San Miguel,,,42.1853281,-2.1800645,,,false,false,ES
Iglesia de San Esteban,,,42.1870954,-2.178848,,,false,false,ES
Iglesia del Corpus Christi,,,40.9688184,-5.6651876,,,false,false,ES
Església de Sant Antoni de Pàdua,,,39.8197392,-0.241798,,,false,false,ES
Abbaye de Saint-Michel de Cuxa,,,42.5949044,2.4170452,,,false,false,ES
Parroquia de San Juan de Mata,,,40.9714824,-5.6748427,,,false,false,ES
Catedral de Santa María de la Asunción,,,39.9820246,-6.5371201,,,false,false,ES
Nuestra Señora de la Asunción,,,41.9617188,-4.3417617,,,false,false,ES
Catedral de Ávila,,,40.6558008,-4.6972391,,,false,false,ES
Iglesia de la Santa Cruz,,,42.3357391,-3.6933197,,,false,false,ES
Collégiale Saint-Laurent,,,43.2329678,0.0022037,,,false,false,ES
Chapelle Saint-Roch,,,43.2325794,0.0039397,,,false,false,ES
Église Notre-Dame,,,43.4933286,2.3784441,,,false,false,ES
Iglesia de San Pedro,,,40.6541866,-4.695265,,,false,false,ES
Monasterio de San Felices de Calatrava,,,42.3647453,-3.6523709,,,false,false,ES
Sant Pau de la Figuera,,,41.2169627,0.7140119,,,false,false,ES
Jasokundeko Ama Birjinaren Eliza,Santa Kruz Apaizaren plaza 2,Hernialde,43.1550098,-2.0850174,,,false,false,ES
Iglesia de San Vicente Mártir,,,42.3884627,-3.774069,,,false,false,ES
Iglesia de San Pablo,,,42.3511459,-3.668591,,,false,false,ES
Iglesia de Nuestra Señora de la O,,,41.10774,-2.4414297,,,false,false,ES
Iglesia de Santa María la Real y Antigua de Gamonal,,,42.3538489,-3.6667298,,,false,false,ES
